"class","obj_ID","alpha","delta","u","g","r","i","z","run_ID","rerun_ID","cam_col","field_ID","spec_obj_ID","redshift","plate","MJD","fiber_ID"
"GALAXY",1.23766e+18,200.8743051,37.50480637,26.27065,23.36247,21.60068,20.35736,19.69623,4510,301,6,31,9.99257e+18,0.655513,8875,57779,753
"GALAXY",1.23768e+18,29.23894666,-3.823115855,23.80406,23.28297,21.51656,20.37472,19.68814,7865,301,5,110,8.88587e+18,0.8345049,7892,57333,979
"GALAXY",1.23765e+18,155.1265149,58.57684128,22.91738,21.30126,20.07665,19.29173,18.85571,2074,301,3,205,7.97835e+18,0.5875887,7086,56658,829
"GALAXY",1.23767e+18,140.0859717,21.85389631,23.54188,22.43613,20.59236,19.54145,19.4187,5061,301,3,176,6.49778e+18,0.5640564,5771,56011,763
"GALAXY",1.23767e+18,341.6375806,30.64851587,21.54595,20.22805,18.64034,17.99352,17.52658,6354,301,2,116,7.3274e+18,0.3573811,6508,56535,152
"GALAXY",1.23765e+18,183.807679,2.678661605,19.22683,17.81035,17.07434,16.68957,16.43358,1462,301,4,390,5.83351e+17,0.07908714,518,52282,491
"GALAXY",1.23766e+18,353.229634,0.662678563,22.5483,22.24776,20.06014,18.88988,18.25152,4188,301,5,65,4.74249e+18,0.6185925,4212,55447,723
"GALAXY",1.23765e+18,197.9863802,3.111302571,17.96462,17.07893,16.61805,16.40559,16.28282,1458,301,5,489,5.91223e+17,0.02767473,525,52295,457
"GALAXY",1.23766e+18,161.1348423,38.98567127,19.60378,17.78706,16.91066,16.5148,16.20991,3647,301,1,144,1.61229e+18,0.09274077,1432,53003,18
"GALAXY",1.23767e+18,186.9514351,29.62344139,18.64066,17.42001,16.93073,16.6573,16.45893,4649,301,3,37,2.51534e+18,0.06116142,2234,53823,279
"GALAXY",1.23767e+18,160.4293685,18.910613,18.05363,16.90138,16.35827,16.06341,15.87597,5313,301,5,12,2.7912e+18,0.04697791,2479,54174,337
"GALAXY",1.23766e+18,175.2015833,6.238376583,22.56747,21.01891,19.26732,18.47541,18.00689,3841,301,1,69,1.82402e+18,0.4603895,1620,53137,244
"GALAXY",1.23766e+18,224.9564819,30.33576519,23.08948,20.17172,18.40775,17.73826,17.36396,4512,301,3,172,2.07627e+18,0.3620552,1844,54138,393
"GALAXY",1.23766e+18,203.0130286,-1.294693708,23.55966,23.18789,20.72675,19.61084,19.37568,2334,301,6,48,4.55551e+18,0.5609329,4046,55605,445
"GALAXY",1.23765e+18,187.613461,-0.412284055,25.70865,22.04474,20.41256,19.41401,18.88226,752,301,3,294,4.3326e+18,0.5894842,3848,55647,483
"GALAXY",1.23766e+18,248.632482,36.11298772,24.90308,22.69282,21.02118,19.78882,19.19973,3225,301,1,260,5.8491e+18,0.6485952,5195,56048,187
"GALAXY",1.23765e+18,308.8454067,-6.735946394,19.89751,17.96189,16.90238,16.43551,16.67898,1737,301,1,12,7.13902e+17,0.1143556,634,52164,295
"GALAXY",1.23768e+18,25.58097546,21.53353072,22.45473,21.12307,21.2381,20.72731,20.6997,7917,301,4,263,8.15512e+18,0.05946906,7243,56629,816
"GALAXY",1.23768e+18,18.74538633,-5.239562558,24.6264,22.07371,20.44914,19.63851,19.24072,7881,301,3,147,7.93202e+18,0.4625977,7045,56577,185
"GALAXY",1.23766e+18,150.0700363,40.23916011,23.66043,22.00661,20.32623,19.47431,19.14687,3606,301,5,171,5.14098e+18,0.5625253,4566,55630,429
"GALAXY",1.23767e+18,140.773846,15.65991772,22.48847,20.33032,18.64519,18.06856,17.65327,5194,301,2,182,5.97e+18,0.3139932,5305,55984,949
"GALAXY",1.23766e+18,132.9871016,33.04562532,19.66985,17.65667,16.66389,16.24411,15.90628,3606,301,6,68,1.36234e+18,0.1088901,1210,52701,6
"GALAXY",1.23768e+18,33.92667596,-4.708808947,25.1758,22.52545,21.82394,21.31926,22.10578,7881,301,3,248,1.04969e+19,0.7139218,9323,58047,374
"GALAXY",1.23766e+18,201.9505283,39.40954032,24.29672,23.2936,21.87086,20.6557,19.9455,4382,301,5,78,9.95881e+18,0.8103857,8845,58159,829
"GALAXY",1.23766e+18,216.5835557,43.91119113,17.87338,15.94657,15.03202,14.62355,14.3219,3699,301,6,169,1.57075e+18,0.07076533,1395,52825,446
"GALAXY",1.23768e+18,355.3675511,26.0055833,20.48314,18.62508,17.39396,16.86297,16.46205,8103,301,1,68,7.09905e+18,0.1775567,6305,56563,906
"GALAXY",1.23765e+18,242.2588627,54.04329098,20.23265,19.30826,18.5379,18.18904,17.89369,2206,301,6,137,8.5153e+18,0.2601649,7563,56810,444
"GALAXY",1.23767e+18,160.4040241,19.44909846,23.68613,22.03434,20.37051,19.49266,18.97679,5194,301,1,309,6.61357e+18,0.49411,5874,56039,109
"GALAXY",1.23767e+18,127.6283402,19.31102204,25.55691,22.41681,20.51947,19.57832,19.23225,5045,301,4,112,5.05436e+18,0.4728538,4489,55545,701
"GALAXY",1.23766e+18,150.5344345,46.15360972,23.05184,22.97434,21.36906,20.68739,19.9202,2830,301,2,266,8.2013e+18,0.5383904,7284,56683,893
"GALAXY",1.23767e+18,126.5371672,11.41275465,25.78373,22.36525,20.68004,19.57047,19.10227,5194,301,2,85,5.0756e+18,0.5875434,4508,55600,153
"GALAXY",1.23765e+18,129.428431,46.85754468,20.54568,18.55057,17.48725,17.01948,16.57633,2074,301,3,76,6.19301e+17,0.1242356,550,51959,202
"GALAXY",1.23766e+18,339.6892164,0.14416202,23.32924,20.61139,18.85361,18.24859,17.85651,4192,301,4,220,4.73347e+18,0.3164939,4204,55470,690
"GALAXY",1.23766e+18,223.6787437,54.00599439,23.67327,20.95563,19.19339,18.58738,18.26036,3225,301,4,95,7.56516e+18,0.391589,6719,56390,861
"GALAXY",1.23765e+18,129.0867426,3.723256262,22.59455,21.95455,20.161,19.31021,18.80862,2125,301,6,69,5.39219e+18,0.4877533,4789,55923,937
"GALAXY",1.23767e+18,133.5942351,16.05565461,23.03251,24.24134,21.96312,20.74819,19.77775,5125,301,3,37,1.24829e+19,0.8493912,11087,58488,245
"GALAXY",1.23768e+18,338.4892569,11.56357215,22.91544,20.58825,18.82081,18.2128,17.70436,7773,301,4,170,5.68478e+18,0.3367532,5049,56103,400
"GALAXY",1.23766e+18,209.5668623,59.57904632,22.42916,20.79544,19.53121,18.60575,18.0091,2304,301,2,279,7.66628e+18,0.5011206,6809,56454,113
"GALAXY",1.23768e+18,351.9905217,1.60881473,23.81999,22.97889,22.62828,21.68229,21.88453,7717,301,2,276,1.03608e+19,0.7523304,9202,57713,800
"GALAXY",1.23768e+18,339.7093724,11.622444,24.76092,20.7845,19.06989,18.35445,17.93958,7773,301,4,178,5.68471e+18,0.3850293,5049,56103,160
"GALAXY",1.23765e+18,156.3704054,-1.692414361,24.42816,21.53075,20.58262,19.8605,19.37658,1241,301,5,120,4.24488e+18,0.6112003,3770,55234,851
"GALAXY",1.23768e+18,33.28065703,4.032386612,22.57228,22.03361,21.19632,21.10278,20.16445,7727,301,3,288,1.06084e+19,1.130613,9422,58107,511
"GALAXY",1.23766e+18,197.1380389,38.06235301,23.47098,22.36542,20.85684,19.79477,19.29905,4510,301,6,11,4.47905e+18,0.5771293,3978,55330,818
"GALAXY",1.23767e+18,135.682954,20.32898154,22.71961,19.96028,18.39811,17.83296,17.49813,5061,301,3,147,6.49984e+18,0.2728537,5773,56009,86
"GALAXY",1.23767e+18,150.6337519,30.07865866,23.49504,23.8105,22.0769,20.79572,19.90687,4576,301,4,253,1.28128e+19,0.8076251,11380,58462,259
"GALAXY",1.23766e+18,248.8236598,26.30467077,18.82545,17.34268,16.77771,16.44751,16.25309,3926,301,5,158,1.58654e+18,0.038933,1409,52824,542
"GALAXY",1.23766e+18,122.6461485,3.953678717,23.69845,21.86356,20.33642,19.5762,19.22385,2986,301,5,27,5.36276e+18,0.4547377,4763,55869,377
"GALAXY",1.23765e+18,319.0004531,10.39747256,19.77188,18.32446,17.61867,17.20659,16.86447,1739,301,3,34,8.20856e+17,0.04277981,729,52468,272
"GALAXY",1.23766e+18,175.856774,11.28125598,22.38307,21.39263,19.78645,18.97975,18.56003,3804,301,1,122,6.05752e+18,0.4509859,5380,55980,663
"GALAXY",1.23767e+18,231.7560792,21.20535138,23.37392,21.29735,19.43254,18.77346,18.51092,4649,301,3,312,4.44628e+18,0.3464049,3949,55650,372
"GALAXY",1.23766e+18,152.073041,50.01622655,23.07265,21.58516,19.61595,18.76169,18.27809,2821,301,3,66,7.49981e+18,0.4758605,6661,56366,703
"GALAXY",1.23765e+18,123.0452608,47.85237265,22.6009,22.66181,20.91949,19.64777,19.15782,1402,301,2,118,4.15e+18,0.5945163,3687,55269,153
"GALAXY",1.23766e+18,135.6891066,32.49463184,23.87882,22.2753,20.39501,19.16573,18.79371,3606,301,2,79,6.54378e+18,0.6347936,5812,56354,171
"GALAXY",1.23767e+18,247.8460039,54.21915154,23.2137,21.71846,20.69018,19.64382,19.2688,5362,301,2,122,7.10331e+18,0.7037377,6309,56485,15
"GALAXY",1.23767e+18,146.4912961,15.58419791,24.91971,20.89795,19.13021,18.54803,18.07333,5935,301,3,201,5.98995e+18,0.3185867,5320,55999,604
"GALAXY",1.23768e+18,11.63652237,9.499899843,21.82273,21.32605,21.40682,21.38121,21.1447,7880,301,2,119,1.24381e+19,0.04106171,11047,58424,897
"GALAXY",1.24e+18,136.8547101,12.58363158,23.57081,20.98002,19.2897,18.66759,18.26627,6004,301,5,141,5.96507e+18,0.3542601,5298,55979,208
"GALAXY",1.23766e+18,129.8946243,25.22925868,22.78974,22.77757,22.45495,22.04186,21.32478,4335,301,3,130,1.08088e+19,0.8970218,9600,58106,649
"GALAXY",1.23765e+18,251.1563876,45.89079332,23.12989,22.26236,21.7667,21.60318,21.34161,2207,301,6,58,9.61418e+18,0.20657,8539,58021,427
"GALAXY",1.23766e+18,178.9428967,36.41461463,21.72269,21.10264,20.16942,19.44066,19.07164,4504,301,1,139,5.23564e+18,0.5366631,4650,55648,761
"GALAXY",1.23767e+18,135.5928835,11.75979695,26.18169,22.00125,20.17285,19.2372,18.6921,5972,301,4,135,5.96297e+18,0.4897031,5296,55922,747
"GALAXY",1.23768e+18,5.715911466,-4.226006616,23.95651,20.25526,18.58974,18.04147,17.6455,7824,301,5,354,7.92423e+18,0.2988779,7038,56571,524
"GALAXY",1.23767e+18,37.4325882,-0.86720157,25.3366,22.12835,20.22964,19.51147,19.1065,4874,301,1,671,4.77163e+18,0.3993635,4238,55455,256
"GALAXY",1.23767e+18,244.1111392,9.886340473,25.42595,22.16479,20.5844,19.67857,19.18035,5322,301,5,230,5.86036e+18,0.4654168,5205,56040,199
"GALAXY",1.24e+18,58.28421233,-7.020439511,18.88009,17.91355,17.43788,17.18469,17.0647,1045,301,1,161,5.21294e+17,0.03262064,463,51908,9
"GALAXY",1.23768e+18,29.73411463,17.74524876,25.93799,21.67283,20.20607,19.3288,18.71204,7913,301,2,146,5.76236e+18,0.5074985,5118,55830,17
"GALAXY",1.23766e+18,240.6081625,43.01259331,24.13158,21.74514,20.23646,19.70578,19.3612,3225,301,1,199,1.31738e+18,0.2561785,1170,52756,295
"GALAXY",1.23766e+18,230.0494287,29.19844436,19.42327,17.46389,16.44319,16.00725,15.64773,4512,301,5,202,2.07852e+18,0.1109394,1846,54173,406
"GALAXY",1.24e+18,180.9901852,40.7676041,21.84335,20.08882,18.52818,17.95798,17.59836,4469,301,5,428,7.46932e+18,0.3043546,6634,56367,364
"GALAXY",1.23767e+18,131.9661111,19.56997268,23.4073,23.13982,22.82623,22.03612,21.11417,5037,301,1,126,1.07693e+19,0.7909452,9565,58127,257
"GALAXY",1.23766e+18,178.0616703,36.34854444,26.77125,23.56807,21.24116,20.00274,18.93596,4504,301,1,134,9.98904e+18,0.8222622,8872,57422,219
"GALAXY",1.23765e+18,178.5416197,63.9409517,26.91355,22.18221,20.5244,19.47109,18.99318,1302,301,1,357,8.00746e+18,0.542078,7112,56666,213
"GALAXY",1.23767e+18,125.5663258,9.707125263,25.43972,22.03841,20.57121,19.57784,19.16572,5972,301,5,68,6.18816e+18,0.4951007,5496,55888,765
"GALAXY",1.23768e+18,354.2900023,27.53898022,25.24983,20.82193,19.98145,19.27036,19.50706,8103,301,5,62,7.33417e+18,0.6455165,6514,56487,205
"GALAXY",1.23765e+18,174.4694257,65.79373524,26.11823,22.13913,20.53547,19.25495,18.83881,1302,301,6,348,8.00968e+18,0.6132011,7114,56748,111
"GALAXY",1.23766e+18,241.6510044,36.9693331,23.24464,22.02987,20.19159,19.38927,19.01339,3964,301,6,185,5.85477e+18,0.4823277,5200,56091,325
"GALAXY",1.23766e+18,208.9823329,4.240549738,20.49231,18.61199,17.59223,17.16136,16.79427,2247,301,3,321,9.62655e+17,0.1359857,855,52375,38
"GALAXY",1.23766e+18,225.9962191,34.2631831,23.12209,20.96529,19.13818,18.48131,18.1171,3919,301,3,146,1.55825e+18,0.3613059,1384,53121,3
"GALAXY",1.23766e+18,209.0661839,13.82526591,21.70353,19.98049,18.50417,17.89434,17.49312,3971,301,4,70,6.13407e+18,0.3728473,5448,56013,596
"GALAXY",1.23766e+18,154.2225819,49.58956104,25.87362,21.03684,19.26582,18.64871,18.35659,2883,301,6,72,7.49989e+18,0.3798285,6661,56366,990
"GALAXY",1.23766e+18,141.9262556,28.21872277,23.76915,22.94326,22.48779,21.68055,21.16649,4518,301,1,95,1.08449e+19,0.8862829,9632,58130,986
"GALAXY",1.23766e+18,184.3957558,11.92057658,23.1807,22.70704,20.70252,19.45049,19.12887,3836,301,2,237,6.07337e+18,0.6167157,5394,56001,969
"GALAXY",1.23765e+18,144.4621409,54.58255022,22.6579,21.83103,20.12193,19.45654,19.02822,2074,301,2,158,6.24881e+17,0.4204653,555,52266,22
"GALAXY",1.23768e+18,329.4278494,0.905327808,22.1628,22.12281,21.58029,20.94674,20.89865,7717,301,1,125,1.03955e+19,0.7051676,9233,58035,233
"GALAXY",1.23766e+18,13.01106764,0.734489191,25.16685,24.07627,21.74512,20.28088,19.567,4128,301,5,210,8.86323e+18,0.7056101,7872,57279,525
"GALAXY",1.23766e+18,240.9827764,44.83136254,25.89091,22.35982,21.20807,20.20315,19.51369,3226,301,5,54,9.60078e+18,0.5298825,8527,57897,833
"GALAXY",1.23766e+18,230.9407927,28.82040243,17.89049,16.74535,16.21503,15.90196,15.66958,4512,301,5,208,2.07857e+18,0.04609162,1846,54173,572
"GALAXY",1.23766e+18,186.9903115,36.6438021,18.77558,17.46701,16.82094,16.44164,16.17453,4504,301,1,182,2.26315e+18,0.05545071,2010,53495,336
"GALAXY",1.23766e+18,224.2655056,43.26154882,24.32037,22.34505,20.79619,19.81123,19.31014,3664,301,5,87,6.80844e+18,0.5084919,6047,56098,459
"GALAXY",1.23766e+18,221.4335654,31.67096149,19.37243,18.0161,17.3626,16.98796,16.74586,4512,301,3,150,2.07392e+18,0.06270778,1842,53501,46
"GALAXY",1.23768e+18,7.658535806,-2.159279481,23.20207,23.76075,23.19597,21.89464,22.08176,7778,301,4,368,1.05881e+19,0.9040493,9404,58045,344
"GALAXY",1.23768e+18,12.27610487,-4.798407929,22.8658,21.73969,19.81057,18.86114,18.37331,7881,301,4,104,7.92872e+18,0.4700521,7042,56573,473
"GALAXY",1.23765e+18,160.3776132,63.08783,22.82791,20.512,18.77943,18.10122,17.63963,1302,301,4,304,8.70454e+17,0.4289206,773,52376,486
"GALAXY",1.23768e+18,359.6318742,13.6650638,24.77085,22.5175,20.54171,19.69211,19.09384,7773,301,6,308,6.92564e+18,0.4914665,6151,56265,849
"GALAXY",1.23766e+18,234.1860068,35.20948278,23.24887,22.80309,20.91595,19.72808,19.30907,3926,301,3,56,5.60033e+18,0.6408432,4974,56038,375
"GALAXY",1.23767e+18,211.7327033,24.06114657,19.66886,18.54621,17.59301,17.11231,16.83313,4670,301,1,98,2.39145e+18,0.2332717,2124,53770,139
"GALAXY",1.23767e+18,206.4521939,17.45854323,23.43008,22.24276,20.42932,19.53142,19.09741,5314,301,1,192,6.12955e+18,0.494484,5444,56038,535
"GALAXY",1.23767e+18,169.6777039,19.83283013,25.96606,22.22511,20.67459,19.52496,19.21968,5313,301,5,71,6.61822e+18,0.6034482,5878,56033,651
"GALAXY",1.23766e+18,340.8692069,0.083371233,20.5494,19.37309,18.7767,18.41496,18.2059,4192,301,4,228,1.16773e+18,0.1256699,1037,52878,634
"GALAXY",1.23768e+18,43.80693153,-2.883580236,22.92552,22.71491,22.44324,20.78204,19.76642,7264,301,2,155,8.80795e+18,0.8659117,7823,56978,143
"GALAXY",1.23765e+18,7.445610918,-9.627408117,18.65413,17.45341,17.06544,16.77007,16.58754,1740,301,4,71,7.36447e+17,0.04778059,654,52146,395
"GALAXY",1.23766e+18,11.52860058,-0.719482558,23.47809,24.08779,23.35711,21.9185,21.7743,4263,301,2,193,1.05927e+19,0.8469172,9408,58077,891
"GALAXY",1.23766e+18,225.6262175,-1.841199786,23.76169,23.20206,21.34495,20.05288,19.52822,2379,301,4,110,4.52615e+18,0.7081516,4020,55332,119
"GALAXY",1.23766e+18,245.3393607,29.06495756,20.49621,18.58814,17.52494,16.99215,16.57493,3926,301,5,131,1.58429e+18,0.1075975,1407,52886,542
"GALAXY",1.23767e+18,147.8038446,20.07915052,23.00576,23.05327,22.57998,21.81977,22.59795,5137,301,3,231,1.07481e+19,0.6380736,9546,57864,821
"GALAXY",1.23765e+18,319.1502537,-7.796463533,20.97527,19.09367,18.09662,17.53637,17.05973,1737,301,2,80,7.19511e+17,0.1154089,639,52146,223
"GALAXY",1.23766e+18,137.5505652,29.2899602,24.17958,21.70407,19.888,19.09317,18.74648,4335,301,3,183,6.50885e+18,0.4284809,5781,56337,77
"GALAXY",1.23767e+18,152.1668821,16.78640018,15.68212,14.64789,14.04326,13.75055,13.47424,5935,301,3,238,2.91278e+18,0.02659872,2587,54138,274
"GALAXY",1.23766e+18,206.3975014,13.63111356,19.52492,17.36696,16.16558,15.69584,15.34127,3971,301,3,53,2.0008e+18,0.1525727,1777,53857,276
"GALAXY",1.23766e+18,137.0526793,57.04330005,25.33177,21.82265,19.68259,18.95432,18.64487,3600,301,1,41,6.44363e+18,0.4089963,5723,56597,398
"GALAXY",1.23768e+18,35.60225972,-4.543247053,26.64081,22.2314,20.81266,19.66086,19.12817,7881,301,3,259,4.93944e+18,0.5589139,4387,55534,409
"GALAXY",1.23768e+18,357.7009574,-6.502297741,22.74789,22.16817,20.46616,19.51472,19.20032,8095,301,6,285,8.04587e+18,0.5081273,7146,56573,679
"GALAXY",1.23766e+18,131.6431826,31.31611768,24.25602,22.19224,21.798,21.25748,20.43486,3606,301,4,55,1.17444e+19,1.002856,10431,58137,358
"GALAXY",1.23767e+18,138.7689004,19.75077012,23.04229,22.26131,21.62223,20.89103,20.07039,5112,301,3,195,1.07582e+19,0.8813419,9555,57814,872
"GALAXY",1.23767e+18,153.3105459,16.94901865,23.86085,22.84971,21.80752,21.56482,20.97736,5935,301,3,245,1.07807e+19,0.9354814,9575,57786,714
"GALAXY",1.23765e+18,139.5809806,4.468622335,20.95393,18.90301,17.70522,17.21216,16.87496,2125,301,6,139,1.12e+18,0.1727596,991,52707,290
"GALAXY",1.23766e+18,217.1801029,45.46196332,26.18672,22.27274,21.09935,19.80419,19.3885,3664,301,4,50,6.81871e+18,0.6123112,6056,56092,947
"GALAXY",1.23766e+18,141.7003827,42.16711109,20.21787,18.49216,17.35377,16.90832,16.60211,2830,301,1,216,1.05733e+18,0.1778675,939,52636,410
"GALAXY",1.23767e+18,138.631272,2.705429221,19.2917,17.50523,16.70726,16.25432,15.92497,6574,301,5,152,6.38442e+17,0.09062564,567,52252,207
"GALAXY",1.23766e+18,200.0991569,52.70578777,19.4766,18.30113,17.8521,17.5747,17.37237,3918,301,6,67,1.87702e+18,0.06087578,1667,53430,524
"GALAXY",1.23765e+18,218.8908546,59.70606717,24.68934,20.45838,18.70002,18.1465,17.88961,2078,301,2,212,6.84635e+17,0.3338068,608,52081,319
"GALAXY",1.23766e+18,245.9159584,28.53990095,25.4965,23.85238,22.06894,20.44582,19.89717,3926,301,5,135,5.63741e+18,0.6236554,5007,55710,101
"GALAXY",1.23765e+18,129.8808714,47.34436542,24.40719,21.64609,20.8548,20.83281,19.66453,2074,301,3,80,8.24171e+18,0.3522364,7320,56722,433
"GALAXY",1.23768e+18,349.8985181,30.28782221,23.7453,21.19964,19.30984,18.62824,18.22267,8162,301,6,189,7.412e+18,0.397606,6583,56566,714
"GALAXY",1.23765e+18,190.0786052,-2.135596495,24.82475,22.20901,20.49662,19.6395,19.13829,1140,301,4,248,4.27066e+18,0.4603523,3793,55214,437
"GALAXY",1.23766e+18,251.8193937,22.74795329,23.69357,22.66841,20.92034,19.83256,19.2963,3926,301,3,188,4.70874e+18,0.5255253,4182,55446,821
"GALAXY",1.23766e+18,173.3775633,4.192402104,18.49893,16.50981,15.5097,15.08019,14.70098,2247,301,2,84,9.42404e+17,0.09967747,837,52642,93
"GALAXY",1.23766e+18,132.8413174,39.33797866,23.11546,21.172,19.81197,19.04669,18.64473,2830,301,5,169,5.18712e+18,0.25034,4607,56248,343
"GALAXY",1.23767e+18,204.1756296,33.29732791,21.82882,21.38968,21.26414,21.49375,21.2856,4552,301,3,207,4.48677e+18,0.02569931,3985,55320,200
"GALAXY",1.23766e+18,153.7796651,38.95162947,24.90089,23.0499,21.57369,20.57606,19.9087,3647,301,5,108,9.93728e+18,0.5732021,8826,57452,305
"GALAXY",1.23765e+18,200.6336482,3.786892286,23.56402,22.94897,20.68434,19.76967,19.34679,2190,301,1,125,5.36047e+18,0.4973726,4761,55633,221
"GALAXY",1.23767e+18,214.5053108,27.56066452,22.55777,19.00213,17.82443,17.25666,16.84788,4649,301,6,199,2.39825e+18,0.1191654,2130,53881,295
"GALAXY",1.23766e+18,238.0327227,45.32876249,22.32108,21.04815,19.94996,19.12654,18.83381,3225,301,2,179,6.7927e+18,0.5622181,6033,56069,539
"GALAXY",1.23766e+18,245.6581738,27.59907511,24.73872,22.19324,20.33485,19.39992,19.05203,3926,301,3,138,5.63742e+18,0.5592793,5007,55710,127
"GALAXY",1.23766e+18,248.7849748,39.88265422,25.92047,22.55701,20.55997,19.4148,19.04716,2328,301,3,54,6.79831e+18,0.6399902,6038,56090,471
"GALAXY",1.23765e+18,196.6587088,-1.695989359,26.13893,21.83336,19.96611,18.96124,18.43546,1140,301,5,292,4.56104e+18,0.5960121,4051,55337,81
"GALAXY",1.23765e+18,0.055408738,-10.0395467,26.59454,21.8796,20.35788,19.45828,18.96721,1740,301,3,22,8.0694e+18,0.5393099,7167,56604,271
"GALAXY",1.23767e+18,259.5066772,64.02164922,20.34746,18.8488,18.21046,17.94843,17.75791,6162,301,3,137,2.88e+18,0,2561,54597,224
"GALAXY",1.23765e+18,130.5955132,3.853860188,24.75043,21.91183,20.33543,19.32021,18.70893,2125,301,6,79,4.28879e+18,0.5108476,3809,55533,857
"GALAXY",1.23767e+18,180.254453,7.325661178,23.06565,22.48309,20.88135,19.91063,19.49921,5973,301,4,131,6.06758e+18,0.5299363,5389,55953,373
"GALAXY",1.23765e+18,358.8156828,-9.632507346,22.29231,21.48507,21.29632,21.36679,20.87431,1740,301,4,14,8.06947e+18,0.408864,7167,56604,540
"GALAXY",1.23767e+18,217.7550802,16.89661737,21.83657,20.66047,19.71275,18.90875,18.40742,5308,301,3,170,6.15196e+18,0.6786839,5464,56035,144
"GALAXY",1.23765e+18,183.1411558,5.398359301,18.60292,17.38012,16.6688,16.17367,15.93026,2126,301,4,427,9.49263e+17,0.09283426,843,52378,472
"GALAXY",1.23766e+18,225.0675513,10.72841917,23.90041,20.59403,18.87447,18.25541,17.84822,3996,301,1,140,6.17e+18,0.3277842,5480,56001,236
"GALAXY",1.23766e+18,150.8510117,33.65976834,22.2956,20.48227,18.71027,18.2241,17.86571,4518,301,6,156,7.27344e+18,0.315994,6460,56334,468
"GALAXY",1.23766e+18,117.3926761,45.07720801,26.25162,21.86347,20.46465,19.04615,18.30052,4208,301,2,83,4.14119e+18,0.698787,3678,55208,488
"GALAXY",1.23767e+18,125.4482646,10.13009293,23.0267,22.80358,21.06861,19.90261,19.71295,5935,301,3,59,6.18815e+18,0.6866664,5496,55888,747
"GALAXY",1.23768e+18,8.62232069,4.554364354,26.06038,23.73979,21.85229,20.75755,19.89831,7718,301,2,46,9.85066e+18,0.6404856,8749,57684,597
"GALAXY",1.23766e+18,158.7705635,36.28421217,27.0414,24.13854,21.84878,20.6046,19.80869,3900,301,2,235,9.96763e+18,0.854573,8853,57459,129
"GALAXY",1.23768e+18,37.36494081,-2.539688026,22.05161,20.86234,19.01223,18.33745,17.9302,7778,301,2,566,4.89099e+18,0.364052,4344,55557,311
"GALAXY",1.23767e+18,164.9761893,28.55234833,23.38114,22.29466,21.6335,21.64911,21.43438,5061,301,4,332,1.17918e+19,1.116862,10473,58142,788
"GALAXY",1.23768e+18,41.02384074,-2.119314102,26.81217,22.31872,21.56293,21.03795,21.63888,7778,301,3,590,1.04834e+19,0.6750818,9311,57743,437
